Title,Location,Price,Time
I phone 14 Pro Max 128gb Jv Non PTA,"Ghulam Mohammad Abad, Faisalabad•","Rs 197,000",2 weeks ago
Sony Xperia 5 PTA 10/10,"Gulberg, Lahore•","Rs 27,500",1 week ago
i phone 15 pro natural titanium,"Jalilabad, Multan•","Rs 464,000",2 weeks ago
iphone x,"Mall Plaza, Multan•","Rs 65,000",4 days ago
one plus 9 5g with box,"DHA Defence Phase 2, Islamabad•","Rs 98,000",0 minutes ago
tecno hot 7 4/64 6000 mah bettery,"Rehmanpura (Ferozpur Road), Lahore•","Rs 17,500",0 minutes ago
Iphone 7plus Mate Black,"Jinnah Chowk, Sukkur•","Rs 34,000",0 minutes ago
i phone 7 128 gb with box pta approved,"Samanabad, Faisalabad•","Rs 29,500",1 minute ago
One Plus 7T 8/128 GB,"Korangi Creek Cantonment, Karachi•","Rs 40,000",1 minute ago
lnfinix hot 12,"Nothia Jadeed, Peshawar•","Rs 28,000",1 minute ago
iphone X 256gb pta approved,"I-10, Islamabad•","Rs 78,500",1 minute ago
zéro 30,"Taramrri, Islamabad•","Rs 60,000",1 minute ago
IPhone 7plus,"Allama Iqbal Town, Lahore•","Rs 31,500",1 minute ago
one plus 7t double sim,"Suraj Miani, Multan•","Rs 50,000",0 minutes ago
Oppo A1k  pta approved all parts available  penal damage,"Bander Road, Larkana•","Rs 8,000",1 minute ago
Samsung j8 pta approved only board penal damage,"Bander Road, Larkana•","Rs 10,000",0 minutes ago
S8 plus penal damage box PTA approved,"Bander Road, Larkana•","Rs 12,000",1 minute ago
I phone 14 Pro,"Others, Karachi•","Rs 240,000",2 days ago
I phone 8 non pta,"Saddar, Rawalpindi•","Rs 23,000",6 hours ago
I phone 14 pro max 256 gb,"KDA Scheme 1, Karachi•","Rs 300,000",1 day ago
I phone 14pro max 256gb pta approved,"Shadbagh, Lahore•","Rs 360,000",1 day ago
iphone 11,"Korangi Industrial Area, Karachi•","Rs 75,000",1 day ago
14 Pro Max PTA Approved,"Gulberg, Lahore•","Rs 395,000",6 days ago
one plus 9 5g with box,"DHA Defence Phase 2, Islamabad•","Rs 98,000",0 minutes ago
tecno hot 7 4/64 6000 mah bettery,"Rehmanpura (Ferozpur Road), Lahore•","Rs 17,500",0 minutes ago
Iphone 7plus Mate Black,"Jinnah Chowk, Sukkur•","Rs 34,000",0 minutes ago
i phone 7 128 gb with box pta approved,"Samanabad, Faisalabad•","Rs 29,500",1 minute ago
One Plus 7T 8/128 GB,"Korangi Creek Cantonment, Karachi•","Rs 40,000",1 minute ago
lnfinix hot 12,"Nothia Jadeed, Peshawar•","Rs 28,000",1 minute ago
iphone X 256gb pta approved,"I-10, Islamabad•","Rs 78,500",1 minute ago
zéro 30,"Taramrri, Islamabad•","Rs 60,000",1 minute ago
IPhone 7plus,"Allama Iqbal Town, Lahore•","Rs 31,500",1 minute ago
one plus 7t double sim,"Suraj Miani, Multan•","Rs 50,000",0 minutes ago
Oppo A1k  pta approved all parts available  penal damage,"Bander Road, Larkana•","Rs 8,000",1 minute ago
Samsung j8 pta approved only board penal damage,"Bander Road, Larkana•","Rs 10,000",0 minutes ago
S8 plus penal damage box PTA approved,"Bander Road, Larkana•","Rs 12,000",1 minute ago
I phone 14pro max 256gb pta approved,"Shadbagh, Lahore•","Rs 360,000",1 day ago
Google pixel 4a5g 6/128 Dual sim Official PTA approved Mobile phones,"Model Town, Lahore•","Rs 47,999",19 hours ago
I PHONE 11  64GB JV BOX PACK PRICE FIX NO BARGAINING PLZ,"Khuda Buksh Colony, Lahore•","Rs 79,999",3 weeks ago
Iphone 11 jv 64gb,"Cantt, Sialkot•","Rs 49,000",2 days ago
one plus 8,"Shama Road, Lahore•","Rs 65,000",5 hours ago
I phone 11 128gb,"Qadri Colony Kouray, Lahore•","Rs 127,000",4 weeks ago
one plus 9 5g with box,"DHA Defence Phase 2, Islamabad•","Rs 98,000",0 minutes ago
tecno hot 7 4/64 6000 mah bettery,"Rehmanpura (Ferozpur Road), Lahore•","Rs 17,500",0 minutes ago
Iphone 7plus Mate Black,"Jinnah Chowk, Sukkur•","Rs 34,000",0 minutes ago
i phone 7 128 gb with box pta approved,"Samanabad, Faisalabad•","Rs 29,500",1 minute ago
One Plus 7T 8/128 GB,"Korangi Creek Cantonment, Karachi•","Rs 40,000",1 minute ago
lnfinix hot 12,"Nothia Jadeed, Peshawar•","Rs 28,000",1 minute ago
iphone X 256gb pta approved,"I-10, Islamabad•","Rs 78,500",1 minute ago
zéro 30,"Taramrri, Islamabad•","Rs 60,000",1 minute ago
IPhone 7plus,"Allama Iqbal Town, Lahore•","Rs 31,500",1 minute ago
one plus 7t double sim,"Suraj Miani, Multan•","Rs 50,000",0 minutes ago
Oppo A1k  pta approved all parts available  penal damage,"Bander Road, Larkana•","Rs 8,000",1 minute ago
Samsung j8 pta approved only board penal damage,"Bander Road, Larkana•","Rs 10,000",0 minutes ago
S8 plus penal damage box PTA approved,"Bander Road, Larkana•","Rs 12,000",1 minute ago
apple I phone 14 pro max,"Roras Road, Sialkot•","Rs 185,000",3 days ago
I phone 14 Pro,"Others, Karachi•","Rs 240,000",2 days ago
I phone Xs max,"Gulberg 2, Lahore•","Rs 50,000",4 days ago
i phone 13 128gb,"Gulshan-e-Ravi, Lahore•","Rs 250,000",9 hours ago
Iphone 13,"New Garden Town, Lahore•","Rs 129,999",3 hours ago
IPHONE 15 PRO MAX JV ALL COLOUR,"Ferozepur Road, Lahore•","Rs 233,000",1 week ago
one plus 9 5g with box,"DHA Defence Phase 2, Islamabad•","Rs 98,000",0 minutes ago
tecno hot 7 4/64 6000 mah bettery,"Rehmanpura (Ferozpur Road), Lahore•","Rs 17,500",0 minutes ago
Iphone 7plus Mate Black,"Jinnah Chowk, Sukkur•","Rs 34,000",0 minutes ago
i phone 7 128 gb with box pta approved,"Samanabad, Faisalabad•","Rs 29,500",1 minute ago
One Plus 7T 8/128 GB,"Korangi Creek Cantonment, Karachi•","Rs 40,000",1 minute ago
lnfinix hot 12,"Nothia Jadeed, Peshawar•","Rs 28,000",1 minute ago
iphone X 256gb pta approved,"I-10, Islamabad•","Rs 78,500",1 minute ago
zéro 30,"Taramrri, Islamabad•","Rs 60,000",1 minute ago
IPhone 7plus,"Allama Iqbal Town, Lahore•","Rs 31,500",1 minute ago
one plus 7t double sim,"Suraj Miani, Multan•","Rs 50,000",0 minutes ago
Oppo A1k  pta approved all parts available  penal damage,"Bander Road, Larkana•","Rs 8,000",1 minute ago
Samsung j8 pta approved only board penal damage,"Bander Road, Larkana•","Rs 10,000",0 minutes ago
S8 plus penal damage box PTA approved,"Bander Road, Larkana•","Rs 12,000",1 minute ago
apple I phone 14 pro max,"Roras Road, Sialkot•","Rs 185,000",3 days ago
i phone 13 pro max PTA,"Sayyam Officers City, Multan•","Rs 310,000",1 day ago
vivo y97,"Blue Area, Islamabad•","Rs 27,000",3 days ago
iphone 11 64gb jv,"New Multan, Multan•","Rs 66,000",2 weeks ago
samsung z flip 5 pta approved,"Askari 14, Rawalpindi•","Rs 290,000",1 day ago
Xperia 5 mark 2 3850 pta tax,"Liaquat Bazar, Quetta•","Rs 38,500",3 days ago
one plus 9 5g with box,"DHA Defence Phase 2, Islamabad•","Rs 98,000",0 minutes ago
tecno hot 7 4/64 6000 mah bettery,"Rehmanpura (Ferozpur Road), Lahore•","Rs 17,500",0 minutes ago
Iphone 7plus Mate Black,"Jinnah Chowk, Sukkur•","Rs 34,000",1 minute ago
i phone 7 128 gb with box pta approved,"Samanabad, Faisalabad•","Rs 29,500",1 minute ago
One Plus 7T 8/128 GB,"Korangi Creek Cantonment, Karachi•","Rs 40,000",1 minute ago
lnfinix hot 12,"Nothia Jadeed, Peshawar•","Rs 28,000",1 minute ago
iphone X 256gb pta approved,"I-10, Islamabad•","Rs 78,500",1 minute ago
zéro 30,"Taramrri, Islamabad•","Rs 60,000",1 minute ago
IPhone 7plus,"Allama Iqbal Town, Lahore•","Rs 31,500",1 minute ago
one plus 7t double sim,"Suraj Miani, Multan•","Rs 50,000",0 minutes ago
Oppo A1k  pta approved all parts available  penal damage,"Bander Road, Larkana•","Rs 8,000",1 minute ago
Samsung j8 pta approved only board penal damage,"Bander Road, Larkana•","Rs 10,000",0 minutes ago
S8 plus penal damage box PTA approved,"Bander Road, Larkana•","Rs 12,000",1 minute ago
i phone 13 pro max PTA,"Sayyam Officers City, Multan•","Rs 310,000",1 day ago
Moto edge plus 12/256 Official PTA approved mobile phones,"Model Town, Lahore•","Rs 58,999",2 days ago
i PHONE 11 ( 64 GB ) NON PTA JV WATER PACK 10By10 CONDITON,"Gohadpur, Sialkot•","Rs 62,500",1 day ago
I phone 14 Pro,"Others, Karachi•","Rs 240,000",2 days ago
PHONE 15 Pro Max (256GB) Mobile For Sale,"Raheemabad, Rawalpindi•","Rs 415,000",1 week ago
iphone 11 64gb jv,"MDA Road, Multan•","Rs 67,000",1 day ago
one plus 9 5g with box,"DHA Defence Phase 2, Islamabad•","Rs 98,000",0 minutes ago
tecno hot 7 4/64 6000 mah bettery,"Rehmanpura (Ferozpur Road), Lahore•","Rs 17,500",0 minutes ago
Iphone 7plus Mate Black,"Jinnah Chowk, Sukkur•","Rs 34,000",1 minute ago
i phone 7 128 gb with box pta approved,"Samanabad, Faisalabad•","Rs 29,500",1 minute ago
One Plus 7T 8/128 GB,"Korangi Creek Cantonment, Karachi•","Rs 40,000",1 minute ago
lnfinix hot 12,"Nothia Jadeed, Peshawar•","Rs 28,000",1 minute ago
iphone X 256gb pta approved,"I-10, Islamabad•","Rs 78,500",1 minute ago
zéro 30,"Taramrri, Islamabad•","Rs 60,000",1 minute ago
IPhone 7plus,"Allama Iqbal Town, Lahore•","Rs 31,500",1 minute ago
one plus 7t double sim,"Suraj Miani, Multan•","Rs 50,000",0 minutes ago
Oppo A1k  pta approved all parts available  penal damage,"Bander Road, Larkana•","Rs 8,000",1 minute ago
Samsung j8 pta approved only board penal damage,"Bander Road, Larkana•","Rs 10,000",0 minutes ago
S8 plus penal damage box PTA approved,"Bander Road, Larkana•","Rs 12,000",1 minute ago
I phone 14 Pro,"Others, Karachi•","Rs 240,000",2 days ago
I phone 14 pro max 256 gb,"KDA Scheme 1, Karachi•","Rs 300,000",1 day ago
i phone 13 pro max PTA,"Sayyam Officers City, Multan•","Rs 310,000",1 day ago
i phone 13 pro max,"Faisal Town, Lahore•","Rs 310,000",6 days ago
iphone 15 pro max / iPhone 14 pro max jv//i phone 15 pro,"Allama Iqbal Town, Lahore•","Rs 228,000",4 weeks ago
i PHONE 11 ( 64 GB ) NON PTA JV WATER PACK 10By10 CONDITON,"Gohadpur, Sialkot•","Rs 62,500",1 day ago
one plus 9 5g with box,"DHA Defence Phase 2, Islamabad•","Rs 98,000",0 minutes ago
tecno hot 7 4/64 6000 mah bettery,"Rehmanpura (Ferozpur Road), Lahore•","Rs 17,500",0 minutes ago
Iphone 7plus Mate Black,"Jinnah Chowk, Sukkur•","Rs 34,000",1 minute ago
i phone 7 128 gb with box pta approved,"Samanabad, Faisalabad•","Rs 29,500",1 minute ago
One Plus 7T 8/128 GB,"Korangi Creek Cantonment, Karachi•","Rs 40,000",1 minute ago
lnfinix hot 12,"Nothia Jadeed, Peshawar•","Rs 28,000",1 minute ago
iphone X 256gb pta approved,"I-10, Islamabad•","Rs 78,500",1 minute ago
zéro 30,"Taramrri, Islamabad•","Rs 60,000",1 minute ago
IPhone 7plus,"Allama Iqbal Town, Lahore•","Rs 31,500",1 minute ago
one plus 7t double sim,"Suraj Miani, Multan•","Rs 50,000",0 minutes ago
Oppo A1k  pta approved all parts available  penal damage,"Bander Road, Larkana•","Rs 8,000",1 minute ago
Samsung j8 pta approved only board penal damage,"Bander Road, Larkana•","Rs 10,000",0 minutes ago
S8 plus penal damage box PTA approved,"Bander Road, Larkana•","Rs 12,000",1 minute ago
Moto edge plus 12/256 Official PTA approved mobile phones,"Model Town, Lahore•","Rs 58,999",2 days ago
PHONE 15 Pro Max (256GB) Mobile For Sale,"Raheemabad, Rawalpindi•","Rs 415,000",1 week ago
I PHONE XR 64G NON PTA FACTORY UNLOCK WITH COMPLETE BOX PRICE FIX,"Khuda Buksh Colony, Lahore•","Rs 75,000",5 days ago
Samsung A34 5g,"Others, Okara•","Rs 105,000",2 days ago
Iphone 15 pro max,"Chungi Amar Sadhu, Lahore•","Rs 550,000",5 days ago
huawei p10,"Samanabad Road, Faisalabad•","Rs 17,500",3 days ago
one plus 9 5g with box,"DHA Defence Phase 2, Islamabad•","Rs 98,000",0 minutes ago
tecno hot 7 4/64 6000 mah bettery,"Rehmanpura (Ferozpur Road), Lahore•","Rs 17,500",0 minutes ago
Iphone 7plus Mate Black,"Jinnah Chowk, Sukkur•","Rs 34,000",1 minute ago
i phone 7 128 gb with box pta approved,"Samanabad, Faisalabad•","Rs 29,500",1 minute ago
One Plus 7T 8/128 GB,"Korangi Creek Cantonment, Karachi•","Rs 40,000",1 minute ago
lnfinix hot 12,"Nothia Jadeed, Peshawar•","Rs 28,000",1 minute ago
iphone X 256gb pta approved,"I-10, Islamabad•","Rs 78,500",1 minute ago
zéro 30,"Taramrri, Islamabad•","Rs 60,000",1 minute ago
IPhone 7plus,"Allama Iqbal Town, Lahore•","Rs 31,500",1 minute ago
one plus 7t double sim,"Suraj Miani, Multan•","Rs 50,000",0 minutes ago
Oppo A1k  pta approved all parts available  penal damage,"Bander Road, Larkana•","Rs 8,000",1 minute ago
Samsung j8 pta approved only board penal damage,"Bander Road, Larkana•","Rs 10,000",0 minutes ago
S8 plus penal damage box PTA approved,"Bander Road, Larkana•","Rs 12,000",1 minute ago
