Title,Location,Price,Time,Category
iphone 12 pro max,"Hameedpura, Lahore•","Rs 135,000",4 days ago,Phone
huawei p10,"Samanabad Road, Faisalabad•","Rs 17,500",5 days ago,Phone
12 pro pta approved,"GT Road, Wah•","Rs 179,000",2 days ago,Phone
ipad mini 5,"Satellite Town, Gujranwala•","Rs 50,000",0 minutes ago,Phone
Vivo y30 For sale,"Hajipura Road, Sialkot•","Rs 28,500",0 minutes ago,Phone
Motorola in good condition 4/64,"Buffer Zone 2, Karachi•","Rs 16,000",0 minutes ago,Phone
IPHONE 13 PRO 128gb FACTORY UNLOCK,"Wapda Town, Lahore•","Rs 180,000",0 minutes ago,Phone
Jazz digit 4g mobile phone in good condition,"Misri Shah, Lahore•","Rs 4,800",1 minute ago,Phone
Infinix Note 7 6/128,"Dheenda Road, Haripur•","Rs 24,000",1 minute ago,Phone
iphone XS MAX 64gb jv Battery health 88,"Model Town, Gujranwala•","Rs 65,000",1 minute ago,Phone
iPhone 12 pro max jv,"DHA Defence Phase 6, Islamabad•","Rs 210,000",1 minute ago,Phone
samsungA04,"Bhagatpura, Lahore•","Rs 33,999",1 minute ago,Phone
Realme C25,"Gulshan Abad, Rawalpindi•","Rs 24,500",1 minute ago,Phone
"Phone 11promax 64gb non pta jv full sim time total All ok
read ad","Saddar, Rawalpindi•","Rs 60,000",1 minute ago,Phone
Aqous R2(exchange possible ),"Johar Town, Lahore•","Rs 27,000",1 minute ago,Phone
iPhone X jv,"Saddar, Faisalabad•","Rs 50,000",1 minute ago,Phone
I phone 14 pro max 256 gb.,"KDA Scheme 1, Karachi•","Rs 300,000",4 days ago,Phone
14 promax,"GT Road, Gujranwala•","Rs 255,000",5 days ago,Phone
i phone 15 Pro Non PTA (128GB) On Easy installment Plan,"Gulberg 2, Lahore•","Rs 27,500",6 days ago,Phone
iPhone 13 Pro Max,"Abdullah Town, Lahore•","Rs 110,000",2 days ago,Phone
iphone 13 pro max,"Gulberg Colony, Sarai Alamgir•","Rs 325,000",5 days ago,Phone
iPhone 11,"G-10, Islamabad•","Rs 68,500",3 days ago,Phone
ipad mini 5,"Satellite Town, Gujranwala•","Rs 50,000",0 minutes ago,Phone
Vivo y30 For sale,"Hajipura Road, Sialkot•","Rs 28,500",0 minutes ago,Phone
Motorola in good condition 4/64,"Buffer Zone 2, Karachi•","Rs 16,000",0 minutes ago,Phone
IPHONE 13 PRO 128gb FACTORY UNLOCK,"Wapda Town, Lahore•","Rs 180,000",0 minutes ago,Phone
Jazz digit 4g mobile phone in good condition,"Misri Shah, Lahore•","Rs 4,800",1 minute ago,Phone
Infinix Note 7 6/128,"Dheenda Road, Haripur•","Rs 24,000",1 minute ago,Phone
iphone XS MAX 64gb jv Battery health 88,"Model Town, Gujranwala•","Rs 65,000",1 minute ago,Phone
iPhone 12 pro max jv,"DHA Defence Phase 6, Islamabad•","Rs 210,000",1 minute ago,Phone
samsungA04,"Bhagatpura, Lahore•","Rs 33,999",1 minute ago,Phone
Realme C25,"Gulshan Abad, Rawalpindi•","Rs 24,500",1 minute ago,Phone
"Phone 11promax 64gb non pta jv full sim time total All ok
read ad","Saddar, Rawalpindi•","Rs 60,000",1 minute ago,Phone
Aqous R2(exchange possible ),"Johar Town, Lahore•","Rs 27,000",1 minute ago,Phone
iPhone X jv,"Saddar, Faisalabad•","Rs 50,000",1 minute ago,Phone
I phone Xs max,"Gulberg 2, Lahore•","Rs 50,000",1 week ago,Phone
i phone 13 pro max PTA,"Sayyam Officers City, Multan•","Rs 310,000",4 days ago,Phone
Google pixel 4a5g 6/128 Dual sim Official PTA approved Mobile phones,"Model Town, Lahore•","Rs 47,999",4 days ago,Phone
REDMI 12C,"Landhi 1, Karachi•","Rs 24,000",2 days ago,Phone
oppo A16,"Mughalpura, Lahore•","Rs 21,999",4 days ago,Phone
Xs Max PTA,"Mochipura Morr, Lahore•","Rs 116,000",1 week ago,Phone
Tecno camon 17,"Kaleem Shaheed Colony No 2, Faisalabad•","Rs 32,000",0 minutes ago,Phone
oppo reno 6,"Peshawar Road, Rawalpindi•","Rs 39,000",0 minutes ago,Phone
ipad mini 5,"Satellite Town, Gujranwala•","Rs 50,000",0 minutes ago,Phone
Vivo y30 For sale,"Hajipura Road, Sialkot•","Rs 28,500",0 minutes ago,Phone
Motorola in good condition 4/64,"Buffer Zone 2, Karachi•","Rs 16,000",0 minutes ago,Phone
IPHONE 13 PRO 128gb FACTORY UNLOCK,"Wapda Town, Lahore•","Rs 180,000",0 minutes ago,Phone
Jazz digit 4g mobile phone in good condition,"Misri Shah, Lahore•","Rs 4,800",1 minute ago,Phone
Infinix Note 7 6/128,"Dheenda Road, Haripur•","Rs 24,000",1 minute ago,Phone
iphone XS MAX 64gb jv Battery health 88,"Model Town, Gujranwala•","Rs 65,000",1 minute ago,Phone
iPhone 12 pro max jv,"DHA Defence Phase 6, Islamabad•","Rs 210,000",1 minute ago,Phone
samsungA04,"Bhagatpura, Lahore•","Rs 33,999",1 minute ago,Phone
Realme C25,"Gulshan Abad, Rawalpindi•","Rs 24,500",1 minute ago,Phone
"Phone 11promax 64gb non pta jv full sim time total All ok
read ad","Saddar, Rawalpindi•","Rs 60,000",1 minute ago,Phone
I phone xxmax 256gb,"Khudadad Colony, Karachi•","Rs 140,000",1 day ago,Phone
samsung note 20,"UET Housing Society, Lahore•","Rs 85,000",2 weeks ago,Phone
IPHONE 12 FU Waterpack,"Jamshed Town, Karachi•","Rs 77,999",5 days ago,Phone
One plus 8T 12/256gb Dual sim Global Android13 water pack mobile phone,"Model Town, Lahore•","Rs 67,999",3 days ago,Phone
iPhone 13 factory locked,"M.A. Jinnah Road, Karachi•","Rs 104,000",4 days ago,Phone
14 Pro Max / 256 / Non PTA,"Johar Town, Lahore•","Rs 260,000",5 days ago,Phone
Tecno camon 17,"Kaleem Shaheed Colony No 2, Faisalabad•","Rs 32,000",0 minutes ago,Phone
oppo reno 6,"Peshawar Road, Rawalpindi•","Rs 39,000",0 minutes ago,Phone
ipad mini 5,"Satellite Town, Gujranwala•","Rs 50,000",0 minutes ago,Phone
Vivo y30 For sale,"Hajipura Road, Sialkot•","Rs 28,500",0 minutes ago,Phone
Motorola in good condition 4/64,"Buffer Zone 2, Karachi•","Rs 16,000",1 minute ago,Phone
IPHONE 13 PRO 128gb FACTORY UNLOCK,"Wapda Town, Lahore•","Rs 180,000",1 minute ago,Phone
Jazz digit 4g mobile phone in good condition,"Misri Shah, Lahore•","Rs 4,800",1 minute ago,Phone
Infinix Note 7 6/128,"Dheenda Road, Haripur•","Rs 24,000",1 minute ago,Phone
iphone XS MAX 64gb jv Battery health 88,"Model Town, Gujranwala•","Rs 65,000",1 minute ago,Phone
iPhone 12 pro max jv,"DHA Defence Phase 6, Islamabad•","Rs 210,000",1 minute ago,Phone
samsungA04,"Bhagatpura, Lahore•","Rs 33,999",1 minute ago,Phone
Realme C25,"Gulshan Abad, Rawalpindi•","Rs 24,500",1 minute ago,Phone
"Phone 11promax 64gb non pta jv full sim time total All ok
read ad","Saddar, Rawalpindi•","Rs 60,000",1 minute ago,Phone
I phone 8 non pta,"Saddar, Rawalpindi•","Rs 23,000",3 days ago,Phone
Apple i phone 15 Non PTA(128GB) On Easy Installment Plan,"DHA Phase 4, Lahore•","Rs 21,000",4 weeks ago,Phone
I phone 14pro max 128gb dual physical sim,"Malakwal, Mandi Bahauddin•","Rs 265,000",1 day ago,Phone
Google Pixel 5 / PTA APPROVED,"Mall Road, Lahore•","Rs 26,999",4 days ago,Phone
Moto edge plus 12/256 Official PTA approved mobile phones,"Model Town, Lahore•","Rs 58,999",5 days ago,Phone
Iphone 13 Pro Max,"Others, Faisalabad•","Rs 295,000",2 days ago,Phone
4 64 all ok no open repair nonpta hai,"Ghaziabad, Rawalpindi•","Rs 15,000",0 minutes ago,Phone
Tecno camon 17,"Kaleem Shaheed Colony No 2, Faisalabad•","Rs 32,000",0 minutes ago,Phone
oppo reno 6,"Peshawar Road, Rawalpindi•","Rs 39,000",0 minutes ago,Phone
ipad mini 5,"Satellite Town, Gujranwala•","Rs 50,000",0 minutes ago,Phone
Vivo y30 For sale,"Hajipura Road, Sialkot•","Rs 28,500",0 minutes ago,Phone
Motorola in good condition 4/64,"Buffer Zone 2, Karachi•","Rs 16,000",1 minute ago,Phone
IPHONE 13 PRO 128gb FACTORY UNLOCK,"Wapda Town, Lahore•","Rs 180,000",1 minute ago,Phone
Jazz digit 4g mobile phone in good condition,"Misri Shah, Lahore•","Rs 4,800",1 minute ago,Phone
Infinix Note 7 6/128,"Dheenda Road, Haripur•","Rs 24,000",1 minute ago,Phone
iphone XS MAX 64gb jv Battery health 88,"Model Town, Gujranwala•","Rs 65,000",1 minute ago,Phone
iPhone 12 pro max jv,"DHA Defence Phase 6, Islamabad•","Rs 210,000",1 minute ago,Phone
samsungA04,"Bhagatpura, Lahore•","Rs 33,999",1 minute ago,Phone
Realme C25,"Gulshan Abad, Rawalpindi•","Rs 24,500",1 minute ago,Phone
I PHONE XS MAX PTA APPROVED (WATER PACK),"Allama Iqbal Town, Lahore•","Rs 120,000",7 hours ago,Phone
VIVO Y17 4GB RAM-128 GB ROM PTA APPROVED BOX-CHARGER-PHONE,"Garden East, Karachi•","Rs 17,500",5 days ago,Phone
huawei p10,"Samanabad Road, Faisalabad•","Rs 17,500",5 days ago,Phone
i phone 15 Pro Non PTA (128GB) On Easy installment Plan,"Gulberg 2, Lahore•","Rs 27,500",6 days ago,Phone
iphone 14 128gb jv,"Gulberg, Lahore•","Rs 165,000",3 days ago,Phone
Galaxy Samsung S22 Ultra,"Peshawar, Khyber Pakhtunkhwa•","Rs 320,000",4 days ago,Phone
4 64 all ok no open repair nonpta hai,"Ghaziabad, Rawalpindi•","Rs 15,000",0 minutes ago,Phone
Tecno camon 17,"Kaleem Shaheed Colony No 2, Faisalabad•","Rs 32,000",0 minutes ago,Phone
oppo reno 6,"Peshawar Road, Rawalpindi•","Rs 39,000",0 minutes ago,Phone
ipad mini 5,"Satellite Town, Gujranwala•","Rs 50,000",0 minutes ago,Phone
Vivo y30 For sale,"Hajipura Road, Sialkot•","Rs 28,500",1 minute ago,Phone
Motorola in good condition 4/64,"Buffer Zone 2, Karachi•","Rs 16,000",1 minute ago,Phone
IPHONE 13 PRO 128gb FACTORY UNLOCK,"Wapda Town, Lahore•","Rs 180,000",1 minute ago,Phone
Jazz digit 4g mobile phone in good condition,"Misri Shah, Lahore•","Rs 4,800",1 minute ago,Phone
Infinix Note 7 6/128,"Dheenda Road, Haripur•","Rs 24,000",1 minute ago,Phone
iphone XS MAX 64gb jv Battery health 88,"Model Town, Gujranwala•","Rs 65,000",1 minute ago,Phone
iPhone 12 pro max jv,"DHA Defence Phase 6, Islamabad•","Rs 210,000",1 minute ago,Phone
samsungA04,"Bhagatpura, Lahore•","Rs 33,999",1 minute ago,Phone
Realme C25,"Gulshan Abad, Rawalpindi•","Rs 24,500",1 minute ago,Phone
I phone 14 Pro Factory unlock with Box,"Tariq Road, Karachi•","Rs 240,000",5 days ago,Phone
PHONE 15 Pro Max (256GB) Mobile For Sale,"Raheemabad, Rawalpindi•","Rs 415,000",2 weeks ago,Phone
Iphone 15 Pro,"Bahria Town, Lahore•","Rs 300,000",8 hours ago,Phone
MI 13T,"Gulberg 3, Lahore•","Rs 140,000",3 weeks ago,Phone
Xiaomi Mi 11T,"DHA Defence, Lahore•","Rs 80,000",4 days ago,Phone
iphone 11 pro Non pta,"Saddar, Rawalpindi•","Rs 120,000",2 days ago,Phone
4 64 all ok no open repair nonpta hai,"Ghaziabad, Rawalpindi•","Rs 15,000",0 minutes ago,Phone
Samsung A52 with All accessories,"Faisal Town, Lahore•","Rs 55,000",0 minutes ago,Phone
Tecno camon 17,"Kaleem Shaheed Colony No 2, Faisalabad•","Rs 32,000",0 minutes ago,Phone
oppo reno 6,"Peshawar Road, Rawalpindi•","Rs 39,000",0 minutes ago,Phone
"Google Pixel 5, 8/128","Gulberg 3, Lahore•","Rs 43,500",0 minutes ago,Phone
ipad mini 5,"Satellite Town, Gujranwala•","Rs 50,000",0 minutes ago,Phone
call or wtsp Samsung a32 full box,"Quaid-e-Azam Colony, Rawalpindi•","Rs 48,000",0 minutes ago,Phone
Vivo y30 For sale,"Hajipura Road, Sialkot•","Rs 28,500",1 minute ago,Phone
Motorola in good condition 4/64,"Buffer Zone 2, Karachi•","Rs 16,000",1 minute ago,Phone
IPHONE 13 PRO 128gb FACTORY UNLOCK,"Wapda Town, Lahore•","Rs 180,000",1 minute ago,Phone
Jazz digit 4g mobile phone in good condition,"Misri Shah, Lahore•","Rs 4,800",1 minute ago,Phone
Infinix Note 7 6/128,"Dheenda Road, Haripur•","Rs 24,000",1 minute ago,Phone
iphone XS MAX 64gb jv Battery health 88,"Model Town, Gujranwala•","Rs 65,000",1 minute ago,Phone
VgoTel GFive n iTel Keypad Phones Aveliable in Cheap Price,"Shahra-e-Faisal, Karachi•","Rs 2,450",4 days ago,Phone
IPhone 14 pro max 1tb JV PHONE,"Gulberg 3, Lahore•","Rs 240,000",4 days ago,Phone
iphone X /Xs /XsMax,"DHA Defence, Lahore•","Rs 47,999",1 week ago,Phone
vivo x80 5g,"Chowk Kumharanwala, Multan•","Rs 140,000",1 day ago,Phone
IPhone11Pro,"Abbottabad Road, Abbottabad•","Rs 140,000",6 days ago,Phone
infinx note 30,"Bhatta Chowk, Lahore•","Rs 37,000",2 days ago,Phone
4 64 all ok no open repair nonpta hai,"Ghaziabad, Rawalpindi•","Rs 15,000",0 minutes ago,Phone
Samsung A52 with All accessories,"Faisal Town, Lahore•","Rs 55,000",0 minutes ago,Phone
Tecno camon 17,"Kaleem Shaheed Colony No 2, Faisalabad•","Rs 32,000",0 minutes ago,Phone
oppo reno 6,"Peshawar Road, Rawalpindi•","Rs 39,000",0 minutes ago,Phone
"Google Pixel 5, 8/128","Gulberg 3, Lahore•","Rs 43,500",0 minutes ago,Phone
ipad mini 5,"Satellite Town, Gujranwala•","Rs 50,000",0 minutes ago,Phone
call or wtsp Samsung a32 full box,"Quaid-e-Azam Colony, Rawalpindi•","Rs 48,000",0 minutes ago,Phone
Vivo y30 For sale,"Hajipura Road, Sialkot•","Rs 28,500",1 minute ago,Phone
Motorola in good condition 4/64,"Buffer Zone 2, Karachi•","Rs 16,000",1 minute ago,Phone
IPHONE 13 PRO 128gb FACTORY UNLOCK,"Wapda Town, Lahore•","Rs 180,000",1 minute ago,Phone
Jazz digit 4g mobile phone in good condition,"Misri Shah, Lahore•","Rs 4,800",1 minute ago,Phone
Infinix Note 7 6/128,"Dheenda Road, Haripur•","Rs 24,000",1 minute ago,Phone
iphone XS MAX 64gb jv Battery health 88,"Model Town, Gujranwala•","Rs 65,000",1 minute ago,Phone
i phone 14 pro max 512gb,"Al-Ahmad Garden Housing Scheme, Lahore•","Rs 265,000",6 hours ago,Phone
i phone 13 128gb,"Gulshan-e-Ravi, Lahore•","Rs 250,000",3 days ago,Phone
Google pixel 4a5g 6/128 Dual sim Official PTA approved Mobile phones,"Model Town, Lahore•","Rs 47,999",4 days ago,Phone
Samsung s22 ultra,"Shahdara, Lahore•","Rs 180,000",2 weeks ago,Phone
Galaxy S24 Ultra,"EME Society, Lahore•","Rs 360,000",5 days ago,Phone
Apple I phone 13 promax 256 full sim time like brand new,"Harbanspura, Lahore•","Rs 210,000",2 days ago,Phone
4 64 all ok no open repair nonpta hai,"Ghaziabad, Rawalpindi•","Rs 15,000",0 minutes ago,Phone
Samsung A52 with All accessories,"Faisal Town, Lahore•","Rs 55,000",0 minutes ago,Phone
Tecno camon 17,"Kaleem Shaheed Colony No 2, Faisalabad•","Rs 32,000",0 minutes ago,Phone
oppo reno 6,"Peshawar Road, Rawalpindi•","Rs 39,000",0 minutes ago,Phone
"Google Pixel 5, 8/128","Gulberg 3, Lahore•","Rs 43,500",0 minutes ago,Phone
ipad mini 5,"Satellite Town, Gujranwala•","Rs 50,000",0 minutes ago,Phone
call or wtsp Samsung a32 full box,"Quaid-e-Azam Colony, Rawalpindi•","Rs 48,000",0 minutes ago,Phone
Vivo y30 For sale,"Hajipura Road, Sialkot•","Rs 28,500",1 minute ago,Phone
Motorola in good condition 4/64,"Buffer Zone 2, Karachi•","Rs 16,000",1 minute ago,Phone
IPHONE 13 PRO 128gb FACTORY UNLOCK,"Wapda Town, Lahore•","Rs 180,000",1 minute ago,Phone
Jazz digit 4g mobile phone in good condition,"Misri Shah, Lahore•","Rs 4,800",1 minute ago,Phone
Infinix Note 7 6/128,"Dheenda Road, Haripur•","Rs 24,000",1 minute ago,Phone
iphone XS MAX 64gb jv Battery health 88,"Model Town, Gujranwala•","Rs 65,000",1 minute ago,Phone
i phone 13 pro max PTA,"Sayyam Officers City, Multan•","Rs 310,000",4 days ago,Phone
I phone 14 pro max 256 gb.,"KDA Scheme 1, Karachi•","Rs 300,000",4 days ago,Phone
Apple I phone 13 promax 256 full sim time like brand new,"Harbanspura, Lahore•","Rs 210,000",2 days ago,Phone
iPhone 12,"Cantt, Lahore•","Rs 94,000",2 weeks ago,Phone
iPhone 12promax,"Sikanderpur Road, Haripur•","Rs 158,000",9 hours ago,Phone
Samsung Galaxy Z Flip 4,"Johar Town, Lahore•","Rs 104,000",1 week ago,Phone
8GB ROM 256GB RAM,"Saddar, Karachi•","Rs 20,000",0 minutes ago,Phone
4 64 all ok no open repair nonpta hai,"Ghaziabad, Rawalpindi•","Rs 15,000",0 minutes ago,Phone
Samsung A52 with All accessories,"Faisal Town, Lahore•","Rs 55,000",0 minutes ago,Phone
Tecno camon 17,"Kaleem Shaheed Colony No 2, Faisalabad•","Rs 32,000",0 minutes ago,Phone
oppo reno 6,"Peshawar Road, Rawalpindi•","Rs 39,000",0 minutes ago,Phone
"Google Pixel 5, 8/128","Gulberg 3, Lahore•","Rs 43,500",0 minutes ago,Phone
ipad mini 5,"Satellite Town, Gujranwala•","Rs 50,000",1 minute ago,Phone
call or wtsp Samsung a32 full box,"Quaid-e-Azam Colony, Rawalpindi•","Rs 48,000",0 minutes ago,Phone
Vivo y30 For sale,"Hajipura Road, Sialkot•","Rs 28,500",1 minute ago,Phone
Motorola in good condition 4/64,"Buffer Zone 2, Karachi•","Rs 16,000",1 minute ago,Phone
IPHONE 13 PRO 128gb FACTORY UNLOCK,"Wapda Town, Lahore•","Rs 180,000",1 minute ago,Phone
Jazz digit 4g mobile phone in good condition,"Misri Shah, Lahore•","Rs 4,800",1 minute ago,Phone
Infinix Note 7 6/128,"Dheenda Road, Haripur•","Rs 24,000",1 minute ago,Phone
Galaxy Samsung S22 Ultra,"Peshawar, Khyber Pakhtunkhwa•","Rs 320,000",4 days ago,Phone
samsung note 20,"UET Housing Society, Lahore•","Rs 85,000",2 weeks ago,Phone
I phone 14 Pro Factory unlock with Box,"Tariq Road, Karachi•","Rs 240,000",5 days ago,Phone
I phone 8 non pta,"Saddar, Rawalpindi•","Rs 23,000",3 days ago,Phone
I PHONE 8 PLUS 64gb PTA APPROVED,"Fine City, Karachi•","Rs 54,000",4 weeks ago,Phone
Samsung A34 5g,"Others, Okara•","Rs 105,000",5 days ago,Phone
Tecno nova 6 128,"Tajabad, Peshawar•","Rs 25,000",0 minutes ago,Phone
8GB ROM 256GB RAM,"Saddar, Karachi•","Rs 20,000",0 minutes ago,Phone
4 64 all ok no open repair nonpta hai,"Ghaziabad, Rawalpindi•","Rs 15,000",0 minutes ago,Phone
Samsung A52 with All accessories,"Faisal Town, Lahore•","Rs 55,000",0 minutes ago,Phone
Tecno camon 17,"Kaleem Shaheed Colony No 2, Faisalabad•","Rs 32,000",0 minutes ago,Phone
oppo reno 6,"Peshawar Road, Rawalpindi•","Rs 39,000",0 minutes ago,Phone
"Google Pixel 5, 8/128","Gulberg 3, Lahore•","Rs 43,500",1 minute ago,Phone
ipad mini 5,"Satellite Town, Gujranwala•","Rs 50,000",1 minute ago,Phone
infinix hot 12 with box,"Others, Gujar Khan•","Rs 20,500",0 minutes ago,Phone
call or wtsp Samsung a32 full box,"Quaid-e-Azam Colony, Rawalpindi•","Rs 48,000",0 minutes ago,Phone
Vivo y30 For sale,"Hajipura Road, Sialkot•","Rs 28,500",1 minute ago,Phone
Motorola in good condition 4/64,"Buffer Zone 2, Karachi•","Rs 16,000",1 minute ago,Phone
IPHONE 13 PRO 128gb FACTORY UNLOCK,"Wapda Town, Lahore•","Rs 180,000",1 minute ago,Phone
I phone 8 non pta,"Saddar, Rawalpindi•","Rs 23,000",3 days ago,Phone
iphone x,"Mall Plaza, Multan•","Rs 65,000",1 week ago,Phone
apple I phone 14 pro max,"Roras Road, Sialkot•","Rs 185,000",6 days ago,Phone
Iphone 8 plus PTA approved,"Anarkali, Lahore•","Rs 56,000",4 days ago,Phone
I phone xxmax 256gb,"Khudadad Colony, Karachi•","Rs 140,000",1 day ago,Phone
i phone 15 Pro Non PTA (128GB) On Easy installment Plan,"Gulberg 2, Lahore•","Rs 27,500",6 days ago,Phone
Tecno spark 4 lite use condition 10-10,"Johar Town Phase 1, Lahore•","Rs 11,000",0 minutes ago,Phone
Tecno nova 6 128,"Tajabad, Peshawar•","Rs 25,000",0 minutes ago,Phone
8GB ROM 256GB RAM,"Saddar, Karachi•","Rs 20,000",0 minutes ago,Phone
4 64 all ok no open repair nonpta hai,"Ghaziabad, Rawalpindi•","Rs 15,000",0 minutes ago,Phone
Samsung A52 with All accessories,"Faisal Town, Lahore•","Rs 55,000",0 minutes ago,Phone
Tecno camon 17,"Kaleem Shaheed Colony No 2, Faisalabad•","Rs 32,000",0 minutes ago,Phone
oppo reno 6,"Peshawar Road, Rawalpindi•","Rs 39,000",1 minute ago,Phone
"Google Pixel 5, 8/128","Gulberg 3, Lahore•","Rs 43,500",1 minute ago,Phone
ipad mini 5,"Satellite Town, Gujranwala•","Rs 50,000",1 minute ago,Phone
infinix hot 12 with box,"Others, Gujar Khan•","Rs 20,500",0 minutes ago,Phone
call or wtsp Samsung a32 full box,"Quaid-e-Azam Colony, Rawalpindi•","Rs 48,000",0 minutes ago,Phone
Vivo y30 For sale,"Hajipura Road, Sialkot•","Rs 28,500",1 minute ago,Phone
Motorola in good condition 4/64,"Buffer Zone 2, Karachi•","Rs 16,000",1 minute ago,Phone
Iphone 8 plus PTA approved,"Anarkali, Lahore•","Rs 56,000",4 days ago,Phone
iphone 14 pro max 256gb,"Johar Town, Lahore•","Rs 220,000",5 days ago,Phone
vivo y51 full box 4/64,"Narwala Road, Faisalabad•","Rs 9,500",2 weeks ago,Phone
I phone 14 pro max 256gb non pta,"Bahria Town Rawalpindi, Rawalpindi•","Rs 254,000",2 weeks ago,Phone
iPhone 14 Pro Max,"Johar Town, Lahore•","Rs 240,000",6 days ago,Phone
14 Pro Max 128gb,"Ghulam Mohammad Abad, Faisalabad•","Rs 260,000",6 days ago,Phone
IphonX,"Safdar Abad, Sheikhüpura•","Rs 60,000",0 minutes ago,Phone
Tecno spark 4 lite use condition 10-10,"Johar Town Phase 1, Lahore•","Rs 11,000",0 minutes ago,Phone
Tecno nova 6 128,"Tajabad, Peshawar•","Rs 25,000",0 minutes ago,Phone
8GB ROM 256GB RAM,"Saddar, Karachi•","Rs 20,000",0 minutes ago,Phone
4 64 all ok no open repair nonpta hai,"Ghaziabad, Rawalpindi•","Rs 15,000",0 minutes ago,Phone
Samsung A52 with All accessories,"Faisal Town, Lahore•","Rs 55,000",0 minutes ago,Phone
Tecno camon 17,"Kaleem Shaheed Colony No 2, Faisalabad•","Rs 32,000",0 minutes ago,Phone
oppo reno 6,"Peshawar Road, Rawalpindi•","Rs 39,000",1 minute ago,Phone
"Google Pixel 5, 8/128","Gulberg 3, Lahore•","Rs 43,500",1 minute ago,Phone
ipad mini 5,"Satellite Town, Gujranwala•","Rs 50,000",1 minute ago,Phone
infinix hot 12 with box,"Others, Gujar Khan•","Rs 20,500",0 minutes ago,Phone
call or wtsp Samsung a32 full box,"Quaid-e-Azam Colony, Rawalpindi•","Rs 48,000",0 minutes ago,Phone
Vivo y30 For sale,"Hajipura Road, Sialkot•","Rs 28,500",1 minute ago,Phone
Moto edge plus 12/256 Official PTA approved mobile phones,"Model Town, Lahore•","Rs 58,999",5 days ago,Phone
one plus 8,"Dharampura, Lahore•","Rs 65,000",2 days ago,Phone
i phone 13 128gb,"Gulshan-e-Ravi, Lahore•","Rs 250,000",3 days ago,Phone
Apple i phone 15 Non PTA(128GB) On Easy Installment Plan,"DHA Phase 4, Lahore•","Rs 21,000",4 weeks ago,Phone
Xs Max PTA,"Mochipura Morr, Lahore•","Rs 116,000",1 week ago,Phone
iPhone 12promax,"Sikanderpur Road, Haripur•","Rs 158,000",9 hours ago,Phone
IphonX,"Safdar Abad, Sheikhüpura•","Rs 60,000",0 minutes ago,Phone
Tecno spark 4 lite use condition 10-10,"Johar Town Phase 1, Lahore•","Rs 11,000",0 minutes ago,Phone
Tecno nova 6 128,"Tajabad, Peshawar•","Rs 25,000",0 minutes ago,Phone
8GB ROM 256GB RAM,"Saddar, Karachi•","Rs 20,000",0 minutes ago,Phone
4 64 all ok no open repair nonpta hai,"Ghaziabad, Rawalpindi•","Rs 15,000",0 minutes ago,Phone
Samsung A52 with All accessories,"Faisal Town, Lahore•","Rs 55,000",0 minutes ago,Phone
Tecno camon 17,"Kaleem Shaheed Colony No 2, Faisalabad•","Rs 32,000",1 minute ago,Phone
oppo reno 6,"Peshawar Road, Rawalpindi•","Rs 39,000",1 minute ago,Phone
"Google Pixel 5, 8/128","Gulberg 3, Lahore•","Rs 43,500",1 minute ago,Phone
ipad mini 5,"Satellite Town, Gujranwala•","Rs 50,000",1 minute ago,Phone
infinix hot 12 with box,"Others, Gujar Khan•","Rs 20,500",0 minutes ago,Phone
call or wtsp Samsung a32 full box,"Quaid-e-Azam Colony, Rawalpindi•","Rs 48,000",0 minutes ago,Phone
Vivo y30 For sale,"Hajipura Road, Sialkot•","Rs 28,500",1 minute ago,Phone
I phone 14pro max 128gb dual physical sim,"Malakwal, Mandi Bahauddin•","Rs 265,000",1 day ago,Phone
I phone 13 128gb JV,"Ghulam Mohammad Abad, Faisalabad•","Rs 113,000",2 weeks ago,Phone
I phone 14pro max 256gb pta approved,"Shadbagh, Lahore•","Rs 360,000",4 days ago,Phone
I PHONE 13 PRO MAX BLUE 128GB PTA APPROVE BH 85,"Satellite Town, Gujranwala•","Rs 285,000",2 days ago,Phone
Samsung Note 20ultra 5G,"Gulberg, Lahore•","Rs 83,500",1 week ago,Phone
I phone xxmax 256gb,"Khudadad Colony, Karachi•","Rs 140,000",1 day ago,Phone
Iphone 14 Pro Max 256 GB deep purple Non-PTA,"Bahria Town Phase 6, Rawalpindi•","Rs 230,000",0 minutes ago,Phone
xiaomi Poco X3 Pro 8/256GB PTA Approved 0322=1007952,"Allama Iqbal Industrial City, Faisalabad•","Rs 24,600",0 minutes ago,Phone
One plus 9 pro 8/256GB Memory pta approved,"D Ground, Faisalabad•","Rs 40,000",0 minutes ago,Phone
IphonX,"Safdar Abad, Sheikhüpura•","Rs 60,000",0 minutes ago,Phone
Tecno spark 4 lite use condition 10-10,"Johar Town Phase 1, Lahore•","Rs 11,000",0 minutes ago,Phone
Tecno nova 6 128,"Tajabad, Peshawar•","Rs 25,000",0 minutes ago,Phone
8GB ROM 256GB RAM,"Saddar, Karachi•","Rs 20,000",0 minutes ago,Phone
4 64 all ok no open repair nonpta hai,"Ghaziabad, Rawalpindi•","Rs 15,000",0 minutes ago,Phone
Samsung A52 with All accessories,"Faisal Town, Lahore•","Rs 55,000",1 minute ago,Phone
Tecno camon 17,"Kaleem Shaheed Colony No 2, Faisalabad•","Rs 32,000",1 minute ago,Phone
oppo reno 6,"Peshawar Road, Rawalpindi•","Rs 39,000",1 minute ago,Phone
